loan_status,annual_inc,verification_status,emp_length,home_ownership,int_rate,loan_amnt,purpose,term,grade
Charged Off,48012,Verified,10+ years,MORTGAGE,17.14,20000,debt_consolidation, 60 months,E
Fully Paid,45600,Verified,1 year,RENT,10.00,20000,debt_consolidation, 36 months,B
Fully Paid,128474,Verified,10+ years,MORTGAGE,7.29,30000,credit_card, 36 months,A
Fully Paid,17688,Source Verified,< 1 year,RENT,11.11,1700,debt_consolidation, 36 months,B
Fully Paid,148000,Verified,8 years,MORTGAGE,15.65,17000,credit_card, 60 months,D
Fully Paid,1.00E+05,Source Verified,10+ years,MORTGAGE,10.74,10000,medical, 60 months,B
Fully Paid,83202,Verified,8 years,RENT,17.14,16000,debt_consolidation, 60 months,E
Fully Paid,130000,Verified,1 year,RENT,14.91,12000,debt_consolidation, 36 months,D
Fully Paid,47500,Source Verified,3 years,MORTGAGE,15.28,6000,wedding, 60 months,D
Fully Paid,73000,Verified,10+ years,MORTGAGE,14.91,12000,small_business, 60 months,D
Fully Paid,45000,Source Verified,7 years,RENT,11.11,16000,debt_consolidation, 60 months,B
Fully Paid,50000,Source Verified,2 years,MORTGAGE,9.63,5000,credit_card, 36 months,B
Fully Paid,55000,Verified,< 1 year,MORTGAGE,13.06,13800,debt_consolidation, 60 months,C
Fully Paid,36000,Source Verified,2 years,OWN,19.36,17500,debt_consolidation, 60 months,F
Fully Paid,51000,Verified,< 1 year,MORTGAGE,7.29,4200,debt_consolidation, 36 months,A
Fully Paid,62004,Verified,< 1 year,RENT,7.29,15000,debt_consolidation, 36 months,A
Fully Paid,90000,Source Verified,< 1 year,MORTGAGE,16.02,20000,debt_consolidation, 60 months,D
Fully Paid,26000,Not Verified,3 years,RENT,7.29,2700,debt_consolidation, 36 months,A
Fully Paid,36000,Not Verified,2 years,RENT,16.77,6000,debt_consolidation, 36 months,E
Fully Paid,84695,Source Verified,2 years,RENT,7.29,12000,small_business, 36 months,A
Fully Paid,47000,Not Verified,5 years,OWN,14.54,13000,debt_consolidation, 36 months,D
Charged Off,43200,Not Verified,10+ years,MORTGAGE,7.66,4000,home_improvement, 36 months,A
Fully Paid,51500,Not Verified,10+ years,OWN,6.92,15000,debt_consolidation, 36 months,A
Fully Paid,72000,Verified,9 years,MORTGAGE,13.06,22750,debt_consolidation, 60 months,C
Fully Paid,90000,Not Verified,< 1 year,RENT,10.74,13200,debt_consolidation, 36 months,B
Fully Paid,40000,Not Verified,2 years,OWN,12.68,7000,home_improvement, 36 months,C
Fully Paid,45168,Not Verified,4 years,RENT,10.37,4400,car, 60 months,B
Fully Paid,86000,Not Verified,10+ years,MORTGAGE,14.91,15350,credit_card, 60 months,D
Fully Paid,101000,Verified,3 years,MORTGAGE,12.68,35000,home_improvement, 60 months,C
Charged Off,30000,Not Verified,< 1 year,OWN,12.68,4000,moving, 60 months,C
Fully Paid,53532,Not Verified,10+ years,MORTGAGE,5.42,4000,other, 36 months,A
Charged Off,118000,Source Verified,2 years,MORTGAGE,12.68,21600,debt_consolidation, 60 months,C
Fully Paid,1.00E+05,Not Verified,10+ years,MORTGAGE,6.92,12800,credit_card, 36 months,A
Fully Paid,72000,Not Verified,1 year,MORTGAGE,7.66,2100,car, 36 months,A
Charged Off,35004,Verified,9 years,RENT,18.62,17325,debt_consolidation, 60 months,F
Fully Paid,69000,Not Verified,10+ years,MORTGAGE,14.17,5000,home_improvement, 36 months,C
Charged Off,95000,Verified,9 years,MORTGAGE,11.11,24175,debt_consolidation, 36 months,B
Fully Paid,45000,Not Verified,< 1 year,RENT,10.37,4800,debt_consolidation, 36 months,B
Fully Paid,72000,Verified,8 years,OWN,7.66,18000,debt_consolidation, 36 months,A
Fully Paid,85000,Not Verified,10+ years,OWN,16.40,10000,major_purchase, 60 months,E
Fully Paid,38004,Source Verified,3 years,RENT,13.43,13800,debt_consolidation, 60 months,C
Fully Paid,38000,Not Verified,5 years,RENT,10.74,5200,debt_consolidation, 36 months,B
Fully Paid,60000,Not Verified,6 years,MORTGAGE,17.88,10000,credit_card, 60 months,E
Fully Paid,248004,Source Verified,10+ years,MORTGAGE,19.74,30000,debt_consolidation, 60 months,F
Charged Off,42000,Not Verified,1 year,RENT,10.37,3000,small_business, 36 months,B
Fully Paid,70200,Not Verified,9 years,MORTGAGE,7.29,6000,home_improvement, 36 months,A
Fully Paid,205000,Verified,4 years,RENT,15.65,35000,major_purchase, 60 months,D
Fully Paid,43000,Verified,10+ years,RENT,5.79,10000,debt_consolidation, 36 months,A
Charged Off,94000,Verified,4 years,MORTGAGE,16.02,20000,credit_card, 60 months,D
Fully Paid,80000,Verified,< 1 year,RENT,10.74,11200,credit_card, 36 months,B
Fully Paid,80000,Not Verified,7 years,MORTGAGE,10.37,1500,debt_consolidation, 36 months,B
Fully Paid,180000,Source Verified,10+ years,MORTGAGE,10.37,30000,debt_consolidation, 60 months,B
Fully Paid,50000,Source Verified,3 years,MORTGAGE,10.00,14000,car, 60 months,B
Fully Paid,180000,Source Verified,5 years,RENT,17.51,25000,major_purchase, 60 months,E
Fully Paid,48276.8,Not Verified,6 years,RENT,11.11,12050,debt_consolidation, 60 months,B
Fully Paid,30996,Not Verified,8 years,MORTGAGE,7.66,8875,debt_consolidation, 36 months,A
Fully Paid,42000,Source Verified,10+ years,MORTGAGE,5.42,10375,debt_consolidation, 36 months,A
Fully Paid,22800,Source Verified,1 year,RENT,15.28,7125,debt_consolidation, 36 months,D
Fully Paid,30000,Verified,6 years,RENT,10.37,6500,debt_consolidation, 36 months,B
Fully Paid,140000,Source Verified,4 years,RENT,17.88,18000,car, 60 months,E
Fully Paid,72000,Verified,10+ years,MORTGAGE,7.29,22100,credit_card, 36 months,A
Charged Off,80000,Verified,1 year,MORTGAGE,10.74,24000,debt_consolidation, 36 months,B
Fully Paid,99000,Not Verified,1 year,RENT,11.11,7000,debt_consolidation, 36 months,B
Fully Paid,54000,Source Verified,10+ years,RENT,14.17,1500,debt_consolidation, 36 months,C
Fully Paid,27252,Not Verified,3 years,RENT,13.06,5800,debt_consolidation, 36 months,C
Fully Paid,58800,Not Verified,10+ years,MORTGAGE,15.65,5000,car, 60 months,D
Fully Paid,78000,Source Verified,3 years,RENT,7.66,5000,credit_card, 36 months,A
Fully Paid,70000,Not Verified,6 years,MORTGAGE,10.74,2000,debt_consolidation, 36 months,B
Fully Paid,65000,Source Verified,3 years,OWN,10.74,16000,debt_consolidation, 60 months,B
Fully Paid,95000,Source Verified,10+ years,MORTGAGE,9.63,35000,small_business, 36 months,B
Fully Paid,49200,Not Verified,10+ years,OWN,13.06,4000,car, 36 months,C
Fully Paid,185000,Source Verified,10+ years,MORTGAGE,10.00,6000,major_purchase, 36 months,B
Fully Paid,64312,Verified,4 years,MORTGAGE,14.91,5000,debt_consolidation, 36 months,D
Fully Paid,60000,Not Verified,6 years,RENT,7.29,6000,debt_consolidation, 60 months,A
Charged Off,32000,Verified,3 years,RENT,14.91,16000,credit_card, 60 months,D
Fully Paid,3.00E+05,Source Verified,5 years,MORTGAGE,15.65,10000,home_improvement, 36 months,D
Fully Paid,34000,Not Verified,7 years,OWN,7.29,10950,debt_consolidation, 36 months,A
Charged Off,108000,Not Verified,3 years,MORTGAGE,14.17,3000,debt_consolidation, 36 months,C
Charged Off,24000,Source Verified,10+ years,RENT,11.11,5000,debt_consolidation, 36 months,B
Charged Off,19200,Verified,< 1 year,OWN,10.74,9250,debt_consolidation, 36 months,B
Fully Paid,35000,Not Verified,6 years,RENT,13.06,11700,wedding, 36 months,C
Fully Paid,72000,Source Verified,2 years,MORTGAGE,16.77,6000,debt_consolidation, 36 months,E
Fully Paid,65600,Verified,4 years,MORTGAGE,14.17,20000,debt_consolidation, 60 months,C
Fully Paid,54000,Verified,< 1 year,RENT,12.68,10000,debt_consolidation, 36 months,C
Fully Paid,120000,Source Verified,4 years,OWN,15.28,8000,small_business, 60 months,D
Fully Paid,45000,Source Verified,3 years,MORTGAGE,13.80,3000,major_purchase, 36 months,C
Fully Paid,25000,Source Verified,5 years,OWN,14.17,2000,wedding, 36 months,C
Charged Off,41721.6,Verified,4 years,RENT,14.91,21000,debt_consolidation, 60 months,D
Fully Paid,45000,Verified,10+ years,RENT,7.29,15000,debt_consolidation, 36 months,A
Fully Paid,73500,Verified,2 years,MORTGAGE,10.74,20000,moving, 60 months,B
Charged Off,150000,Not Verified,3 years,RENT,7.29,2500,debt_consolidation, 36 months,A
Fully Paid,36077.28,Not Verified,10+ years,MORTGAGE,15.28,16000,debt_consolidation, 60 months,D
Fully Paid,120000,Source Verified,4 years,RENT,10.37,20000,debt_consolidation, 36 months,B
Fully Paid,120000,Verified,10+ years,MORTGAGE,10.74,28000,debt_consolidation, 36 months,B
Charged Off,35000,Source Verified,7 years,MORTGAGE,7.29,4000,major_purchase, 36 months,A
Fully Paid,1.00E+05,Verified,1 year,MORTGAGE,16.40,30000,debt_consolidation, 60 months,E
Fully Paid,106000,Verified,10+ years,RENT,16.40,35000,debt_consolidation, 60 months,E
Fully Paid,82000,Source Verified,8 years,MORTGAGE,7.66,18000,debt_consolidation, 36 months,A
Fully Paid,85000,Verified,6 years,MORTGAGE,10.37,9250,debt_consolidation, 60 months,B
Fully Paid,110000,Source Verified,2 years,MORTGAGE,10.74,5600,major_purchase, 36 months,B
Fully Paid,85000,Not Verified,10+ years,MORTGAGE,5.79,4000,home_improvement, 36 months,A
Fully Paid,28800,Source Verified,3 years,RENT,13.80,6000,wedding, 36 months,C
Fully Paid,117000,Source Verified,3 years,MORTGAGE,14.54,4800,wedding, 36 months,D
Fully Paid,80000,Verified,3 years,RENT,14.54,33950,debt_consolidation, 36 months,D
Fully Paid,83500,Verified,1 year,RENT,13.43,15000,debt_consolidation, 36 months,C
Fully Paid,124726,Verified,3 years,MORTGAGE,7.29,15000,major_purchase, 36 months,A
Fully Paid,43000,Verified,5 years,RENT,16.40,9600,debt_consolidation, 60 months,E
Fully Paid,48000,Not Verified,3 years,MORTGAGE,7.66,8800,home_improvement, 60 months,A
Fully Paid,78000,Source Verified,10+ years,RENT,16.77,2000,debt_consolidation, 60 months,E
Fully Paid,38400,Verified,9 years,RENT,16.40,18400,debt_consolidation, 60 months,E
Charged Off,69000,Source Verified,9 years,RENT,10.74,8000,debt_consolidation, 36 months,B
Fully Paid,22800,Verified,< 1 year,RENT,7.29,1500,moving, 36 months,A
Fully Paid,60000,Not Verified,5 years,MORTGAGE,17.14,4000,medical, 60 months,E
Fully Paid,36000,Source Verified,8 years,RENT,11.11,5600,debt_consolidation, 36 months,B
Fully Paid,69996,Source Verified,3 years,RENT,14.91,10800,debt_consolidation, 36 months,D
Fully Paid,36000,Not Verified,5 years,RENT,10.00,1500,other, 36 months,B
Charged Off,108500,Verified,1 year,MORTGAGE,17.88,35000,debt_consolidation, 60 months,E
Fully Paid,69000,Not Verified,9 years,MORTGAGE,11.11,3000,home_improvement, 36 months,B
Fully Paid,44000,Source Verified,2 years,RENT,7.66,2000,debt_consolidation, 36 months,A
Charged Off,51432,Verified,10+ years,RENT,17.14,17000,debt_consolidation, 60 months,E
Fully Paid,64992,Source Verified,10+ years,MORTGAGE,14.54,22000,home_improvement, 60 months,D
Fully Paid,92000,Verified,10+ years,MORTGAGE,12.68,26000,small_business, 60 months,C
Charged Off,40000,Verified,< 1 year,MORTGAGE,14.17,4000,debt_consolidation, 36 months,C
Fully Paid,102000,Source Verified,10+ years,RENT,10.74,24000,debt_consolidation, 60 months,B
Fully Paid,33000,Source Verified,5 years,RENT,7.29,4500,debt_consolidation, 36 months,A
Fully Paid,60000,Source Verified,2 years,RENT,12.68,12000,debt_consolidation, 60 months,C
Fully Paid,40500,Source Verified,5 years,MORTGAGE,9.63,6500,home_improvement, 36 months,B
Fully Paid,40000,Source Verified,6 years,RENT,10.74,8000,debt_consolidation, 60 months,B
Fully Paid,42000,Not Verified,1 year,RENT,10.37,1600,other, 36 months,B
Fully Paid,70000,Source Verified,3 years,MORTGAGE,5.79,4000,other, 36 months,A
Fully Paid,166361,Not Verified,10+ years,MORTGAGE,17.14,33500,credit_card, 60 months,E
Fully Paid,23040,Source Verified,< 1 year,OWN,11.11,2000,moving, 36 months,B
Charged Off,69996,Source Verified,10+ years,RENT,15.28,4800,other, 60 months,D
Fully Paid,60000,Verified,8 years,MORTGAGE,7.29,13000,debt_consolidation, 36 months,A
Fully Paid,50000,Source Verified,1 year,MORTGAGE,17.51,9000,credit_card, 60 months,E
Charged Off,65000,Verified,9 years,RENT,12.68,2200,debt_consolidation, 60 months,C
Fully Paid,47000,Source Verified,6 years,RENT,10.74,3000,medical, 36 months,B
Fully Paid,49000,Source Verified,10+ years,MORTGAGE,5.79,2400,major_purchase, 36 months,A
Fully Paid,30000,Verified,10+ years,OWN,15.28,14000,debt_consolidation, 60 months,D
Charged Off,60000,Not Verified,3 years,OWN,6.92,10000,small_business, 36 months,A
Fully Paid,36000,Verified,9 years,MORTGAGE,11.11,1750,credit_card, 36 months,B
Fully Paid,60000,Not Verified,1 year,MORTGAGE,16.02,15000,car, 60 months,D
Fully Paid,141996,Verified,3 years,MORTGAGE,7.29,13000,other, 36 months,A
Fully Paid,72000,Not Verified,6 years,RENT,6.92,15000,debt_consolidation, 36 months,A
Fully Paid,2.00E+05,Source Verified,1 year,MORTGAGE,9.63,7800,debt_consolidation, 36 months,B
Fully Paid,52000,Verified,< 1 year,RENT,16.02,20000,debt_consolidation, 60 months,D
Fully Paid,84000,Not Verified,10+ years,MORTGAGE,11.11,12000,other, 36 months,B
Fully Paid,70000,Not Verified,4 years,RENT,16.02,8000,debt_consolidation, 36 months,D
Fully Paid,63533,Source Verified,< 1 year,RENT,7.66,5400,car, 36 months,A
Fully Paid,105000,Verified,10+ years,MORTGAGE,14.91,11575,debt_consolidation, 60 months,D
Fully Paid,77500,Verified,3 years,RENT,14.91,30000,debt_consolidation, 36 months,D
Fully Paid,40000,Verified,10+ years,MORTGAGE,7.29,6000,major_purchase, 36 months,A
Fully Paid,62040,Verified,1 year,RENT,17.51,3000,moving, 60 months,E
Fully Paid,95000,Verified,5 years,MORTGAGE,14.17,22400,debt_consolidation, 60 months,C
Fully Paid,67000,Verified,< 1 year,RENT,11.11,20000,credit_card, 36 months,B
Charged Off,50000,Not Verified,4 years,RENT,7.66,3000,moving, 36 months,A
Fully Paid,21996,Source Verified,4 years,RENT,10.37,7500,debt_consolidation, 36 months,B
Fully Paid,40000,Not Verified,6 years,MORTGAGE,11.11,7200,debt_consolidation, 36 months,B
Fully Paid,67000,Source Verified,6 years,MORTGAGE,10.74,7500,debt_consolidation, 60 months,B
Fully Paid,150000,Verified,10+ years,RENT,7.29,12000,debt_consolidation, 36 months,A
Fully Paid,48000,Source Verified,< 1 year,MORTGAGE,13.43,5000,major_purchase, 60 months,C
Fully Paid,40000,Not Verified,6 years,RENT,7.66,4500,car, 36 months,A
Charged Off,150000,Not Verified,5 years,OWN,14.54,5425,small_business, 36 months,D
Fully Paid,1.00E+05,Source Verified,< 1 year,RENT,16.77,10000,small_business, 60 months,E
Fully Paid,60000,Not Verified,5 years,MORTGAGE,10.37,8800,debt_consolidation, 36 months,B
Fully Paid,72000,Verified,4 years,RENT,7.66,24000,credit_card, 36 months,A
Charged Off,83000,Verified,10+ years,MORTGAGE,19.74,27000,debt_consolidation, 60 months,F
Fully Paid,95000,Not Verified,9 years,MORTGAGE,5.79,8500,debt_consolidation, 36 months,A
Charged Off,29881,Verified,10+ years,MORTGAGE,14.17,15000,debt_consolidation, 60 months,C
Fully Paid,32000,Source Verified,3 years,MORTGAGE,11.11,15000,credit_card, 36 months,B
Fully Paid,55000,Verified,10+ years,RENT,6.92,4800,other, 36 months,A
Fully Paid,38000,Source Verified,2 years,RENT,7.66,18500,debt_consolidation, 36 months,A
Fully Paid,74243,Source Verified,2 years,MORTGAGE,15.65,11200,debt_consolidation, 60 months,D
Fully Paid,85179.91,Verified,10+ years,MORTGAGE,18.25,35000,small_business, 60 months,F
Fully Paid,32000,Source Verified,1 year,RENT,9.63,7500,debt_consolidation, 60 months,B
Fully Paid,133000,Verified,3 years,MORTGAGE,14.17,24000,debt_consolidation, 60 months,C
Fully Paid,54000,Source Verified,7 years,MORTGAGE,11.11,21000,home_improvement, 60 months,B
Fully Paid,108000,Not Verified,9 years,MORTGAGE,10.37,18300,credit_card, 36 months,B
Fully Paid,195000,Verified,2 years,MORTGAGE,10.37,34000,debt_consolidation, 60 months,B
Fully Paid,60000,Not Verified,3 years,MORTGAGE,7.66,4000,credit_card, 36 months,A
Fully Paid,120000,Verified,9 years,OWN,11.11,21000,debt_consolidation, 60 months,B
Charged Off,60720,Source Verified,9 years,RENT,13.80,17000,credit_card, 60 months,C
Fully Paid,60000,Source Verified,4 years,MORTGAGE,9.63,9000,debt_consolidation, 60 months,B
Fully Paid,46000,Source Verified,6 years,MORTGAGE,12.68,6000,debt_consolidation, 36 months,C
Fully Paid,38000,Not Verified,10+ years,MORTGAGE,10.00,5000,home_improvement, 36 months,B
Charged Off,31200,Source Verified,7 years,OWN,10.37,6000,debt_consolidation, 36 months,B
Fully Paid,120000,Verified,10+ years,MORTGAGE,17.14,35000,debt_consolidation, 60 months,E
Fully Paid,70000,Verified,3 years,RENT,11.11,19425,debt_consolidation, 36 months,B
Fully Paid,37000,Source Verified,2 years,OWN,7.66,2800,debt_consolidation, 36 months,A
Fully Paid,91704,Not Verified,10+ years,MORTGAGE,13.80,15000,debt_consolidation, 60 months,C
Fully Paid,45000,Not Verified,5 years,RENT,11.11,8500,credit_card, 60 months,B
Fully Paid,82500,Verified,< 1 year,OWN,19.74,20000,debt_consolidation, 60 months,F
Fully Paid,50400,Verified,< 1 year,RENT,16.02,4500,major_purchase, 36 months,D
Fully Paid,53004,Not Verified,10+ years,RENT,5.79,11000,debt_consolidation, 36 months,A
Fully Paid,47000,Source Verified,7 years,MORTGAGE,12.68,13850,house, 36 months,C
Fully Paid,63000,Not Verified,10+ years,RENT,10.74,5000,debt_consolidation, 36 months,B
Fully Paid,30000,Not Verified,3 years,RENT,10.74,6500,car, 60 months,B
Fully Paid,24000,Verified,< 1 year,OWN,10.74,5000,home_improvement, 60 months,B
Fully Paid,165000,Verified,2 years,MORTGAGE,15.65,19800,credit_card, 36 months,D
Fully Paid,30000,Not Verified,7 years,RENT,17.14,11000,debt_consolidation, 60 months,E
Fully Paid,64700,Verified,5 years,RENT,11.11,20000,debt_consolidation, 36 months,B
Fully Paid,43000,Verified,< 1 year,MORTGAGE,10.37,6650,debt_consolidation, 36 months,B
Fully Paid,175000,Verified,5 years,MORTGAGE,13.06,25000,debt_consolidation, 60 months,C
Fully Paid,42000,Source Verified,5 years,RENT,15.28,9600,car, 60 months,D
Fully Paid,85000,Not Verified,10+ years,MORTGAGE,10.74,12000,debt_consolidation, 60 months,B
Fully Paid,28000,Verified,5 years,RENT,9.63,6000,vacation, 36 months,B
Fully Paid,129900,Source Verified,10+ years,MORTGAGE,11.11,3100,other, 36 months,B
Fully Paid,25200,Source Verified,3 years,RENT,7.29,7200,debt_consolidation, 36 months,A
Fully Paid,76860,Source Verified,4 years,RENT,5.79,8000,credit_card, 36 months,A
Fully Paid,69996,Verified,10+ years,MORTGAGE,10.00,10000,debt_consolidation, 36 months,B
Fully Paid,22000,Verified,10+ years,RENT,9.63,10000,major_purchase, 36 months,B
Fully Paid,28650,Not Verified,1 year,MORTGAGE,10.37,8000,debt_consolidation, 36 months,B
Fully Paid,54000,Source Verified,3 years,RENT,10.74,4000,car, 36 months,B
Fully Paid,35556,Not Verified,9 years,OWN,5.79,13000,debt_consolidation, 36 months,A
Fully Paid,45000,Source Verified,8 years,OWN,11.11,8050,debt_consolidation, 60 months,B
Fully Paid,48000,Verified,6 years,OWN,11.11,2100,vacation, 60 months,B
Fully Paid,132000,Source Verified,7 years,MORTGAGE,7.29,7500,debt_consolidation, 36 months,A
Charged Off,60000,Source Verified,8 years,OWN,17.14,10400,home_improvement, 60 months,E
Fully Paid,50000,Source Verified,2 years,RENT,10.37,4000,small_business, 36 months,B
