day,state,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost
0,FL,2,1,8,e,1.0,75,70,1,1.0,15.0,1,1,1,3,0,2,4,590
4,MD,2,1,12,g,2.0,47,33,1,2.0,1.0,1,0,2,2,0,1,4,640
4,MD,2,1,12,g,2.0,47,33,1,2.0,1.0,0,0,2,2,0,0,4,607
0,OR,1,1,2,e,4.0,50,50,0,3.0,15.0,1,1,3,3,0,1,3,647
0,OR,1,1,2,e,4.0,50,50,0,3.0,15.0,1,1,3,3,0,1,3,657
1,WV,1,0,2,d,0.0,62,62,0,3.0,15.0,0,0,1,1,0,0,4,607
1,WV,1,0,2,d,0.0,62,62,0,3.0,15.0,1,0,3,2,0,2,2,666
1,WV,1,0,2,d,0.0,62,62,0,3.0,15.0,1,0,3,2,0,2,2,680
1,WV,1,0,2,d,0.0,62,62,0,3.0,15.0,1,0,3,2,0,2,2,680
2,IN,1,1,7,f,1.0,49,49,0,3.0,1.0,1,1,2,2,1,2,2,593
2,IN,1,1,7,f,1.0,49,49,0,3.0,1.0,1,1,2,2,1,2,1,596
2,IN,1,1,7,f,1.0,49,49,0,3.0,1.0,1,1,2,2,1,2,1,607
2,PA,1,1,12,f,2.0,75,75,0,2.0,15.0,1,0,1,1,0,2,1,641
2,PA,1,1,12,f,2.0,75,75,0,2.0,15.0,1,0,3,3,1,2,1,667
2,PA,1,1,12,f,2.0,75,75,0,2.0,15.0,1,1,3,3,1,2,1,668
2,PA,1,1,12,f,2.0,75,75,0,2.0,15.0,1,1,3,3,1,2,1,666
2,NM,1,0,6,h,0.0,26,26,0,1.0,10.0,0,0,1,1,0,0,4,600
2,NM,1,0,6,h,0.0,26,26,0,1.0,10.0,2,1,1,1,1,2,3,697
2,NM,1,0,10,f,0.0,26,26,0,1.0,10.0,2,1,1,1,1,2,3,669
0,DC,1,0,10,f,0.0,26,26,0,0.0,0.0,1,1,2,2,1,2,4,709
0,DC,1,0,10,f,0.0,26,26,0,0.0,0.0,1,1,2,2,1,2,4,714
2,AL,1,1,13,g,0.0,34,34,0,4.0,6.0,0,0,4,2,0,0,4,593
2,AL,1,1,13,g,0.0,34,34,0,4.0,6.0,0,0,4,2,0,0,4,593
2,AL,1,1,13,g,0.0,34,34,0,4.0,6.0,0,0,2,2,0,0,1,569
4,GA,2,1,3,f,0.0,56,33,0,1.0,12.0,0,0,1,2,0,0,2,685
4,GA,2,1,3,f,0.0,56,33,0,1.0,12.0,2,1,1,1,0,3,2,753
4,GA,2,1,3,f,0.0,56,33,0,1.0,12.0,2,1,1,1,0,3,2,753
4,GA,2,1,3,f,0.0,56,33,0,1.0,12.0,2,1,2,2,0,3,1,672
1,TN,1,0,1,e,0.0,27,27,0,3.0,12.0,1,1,2,2,1,2,1,622
1,TN,1,0,1,e,0.0,27,27,0,3.0,12.0,1,0,3,3,0,2,1,624
1,TN,1,0,1,e,0.0,27,27,0,3.0,12.0,1,0,3,3,0,2,1,635
1,TN,1,0,1,e,0.0,27,27,0,3.0,12.0,1,0,3,3,0,2,1,635
1,TN,1,0,1,e,0.0,27,27,0,3.0,12.0,1,0,3,3,0,2,1,635
1,MO,2,0,4,e,0.0,53,51,1,3.0,15.0,1,0,3,3,0,2,2,590
1,MO,2,0,4,e,0.0,53,51,1,3.0,15.0,1,1,3,3,1,2,2,595
1,MO,2,0,4,e,0.0,53,51,1,3.0,15.0,1,1,3,3,1,2,2,595
1,MO,2,0,4,e,0.0,53,51,1,3.0,15.0,1,1,3,3,1,2,2,595
1,MO,2,0,4,e,0.0,53,51,1,3.0,15.0,1,1,3,3,1,2,2,604
3,OH,2,1,1,f,0.0,29,29,1,2.0,1.0,1,0,3,3,0,2,2,662
3,OH,2,1,1,f,0.0,29,29,1,2.0,1.0,2,0,3,3,1,2,3,643
3,OH,2,1,1,f,0.0,29,29,1,2.0,1.0,2,0,3,3,1,2,3,652
0,MD,1,0,2,e,4.0,56,56,0,1.0,3.0,1,1,3,3,1,1,4,737
0,MD,1,0,2,e,4.0,56,56,0,1.0,3.0,1,0,1,2,1,1,1,710
0,MD,1,0,2,e,4.0,56,56,0,1.0,3.0,1,0,1,2,1,1,1,723
0,MD,1,0,2,e,4.0,56,56,0,1.0,3.0,1,0,1,2,1,1,1,719
4,OH,1,0,7,f,0.0,22,22,0,3.0,4.0,1,1,1,1,0,1,2,720
4,OH,1,0,7,f,0.0,22,22,0,3.0,4.0,1,1,1,1,0,1,2,720
4,OH,1,0,7,f,0.0,22,22,0,3.0,4.0,1,1,3,1,0,2,2,724
3,FL,2,1,4,f,1.0,66,65,1,3.0,11.0,1,1,2,3,1,1,3,581
3,FL,2,1,4,f,1.0,66,65,1,3.0,11.0,1,1,3,3,1,1,3,587
3,FL,2,1,4,f,1.0,66,65,1,3.0,11.0,1,1,3,3,1,1,3,589
2,CO,1,0,16,e,2.0,46,29,1,1.0,1.0,0,1,1,2,0,0,1,558
2,CO,1,0,16,e,2.0,46,29,1,1.0,1.0,0,1,1,2,0,0,1,553
0,DE,1,0,10,f,4.0,26,26,0,1.0,1.0,0,0,1,1,0,0,4,644
0,DE,1,0,10,f,4.0,26,26,0,1.0,1.0,0,0,1,1,0,0,4,666
3,PA,1,0,2,c,0.0,27,27,0,1.0,1.0,0,0,1,1,0,0,1,619
3,PA,1,0,2,c,0.0,27,27,0,1.0,1.0,1,0,1,1,0,2,1,668
3,AL,2,1,4,e,3.0,36,16,0,3.0,4.0,0,1,3,3,0,0,2,590
3,AL,2,1,4,e,3.0,36,16,0,3.0,4.0,1,1,3,3,1,2,1,665
3,AL,2,1,4,e,3.0,36,16,0,3.0,4.0,1,1,3,3,1,2,1,672
2,NY,2,1,11,g,1.0,66,59,1,4.0,4.0,2,1,4,3,1,0,2,673
2,NY,2,1,11,g,1.0,66,59,1,4.0,4.0,1,1,4,3,1,0,2,696
2,NY,2,1,11,g,1.0,66,59,1,4.0,4.0,1,1,4,3,1,0,2,697
2,NY,2,1,11,g,1.0,66,59,1,4.0,4.0,1,1,4,3,1,0,2,700
0,RI,1,0,0,g,0.0,20,20,0,3.0,4.0,2,0,3,3,1,3,1,729
0,RI,1,0,0,g,0.0,20,20,0,3.0,4.0,2,0,3,3,1,3,1,736
0,RI,1,0,0,g,0.0,20,20,0,3.0,4.0,2,0,3,3,1,3,1,729
0,RI,1,0,0,g,0.0,20,20,0,3.0,4.0,2,0,3,3,1,3,1,729
0,RI,1,0,0,g,0.0,20,20,0,3.0,4.0,2,0,3,3,1,3,1,729
0,RI,1,0,0,g,0.0,20,20,0,3.0,4.0,2,0,3,3,1,3,1,729
2,TN,1,0,13,d,0.0,19,19,0,0.0,0.0,0,0,1,1,0,0,2,630
2,TN,1,0,13,d,0.0,19,19,0,0.0,0.0,0,0,1,1,0,0,2,644
2,TN,1,0,13,e,0.0,19,19,0,4.0,2.0,0,0,1,1,0,0,1,636
2,TN,1,0,13,e,0.0,19,19,0,4.0,2.0,0,0,2,2,0,0,1,644
0,PA,1,1,1,f,4.0,28,28,0,3.0,9.0,1,0,3,2,0,1,2,626
0,PA,1,1,1,f,4.0,28,28,0,3.0,9.0,1,0,3,2,0,1,2,626
0,PA,1,1,1,f,4.0,28,28,0,3.0,9.0,1,0,3,2,0,1,2,632
0,PA,1,1,1,f,4.0,28,28,0,3.0,9.0,1,0,3,2,0,1,2,632
0,PA,1,1,1,f,4.0,28,28,0,3.0,9.0,1,0,3,2,0,1,2,632
2,PA,1,0,12,e,0.0,26,26,0,3.0,2.0,1,1,3,3,0,2,1,670
2,PA,1,0,12,e,0.0,26,26,0,3.0,2.0,1,1,3,3,0,2,2,681
2,PA,1,0,12,e,0.0,26,26,0,3.0,2.0,1,1,3,3,0,2,2,689
2,PA,1,0,12,e,0.0,26,26,0,3.0,2.0,1,1,3,3,0,2,2,689
2,PA,1,0,12,e,0.0,26,26,0,3.0,2.0,1,1,3,3,0,2,2,689
2,FL,1,1,6,g,1.0,28,28,0,3.0,3.0,1,1,2,3,0,1,3,616
2,FL,1,1,6,g,1.0,28,28,0,3.0,3.0,1,1,2,3,0,1,3,611
4,IN,1,1,9,g,3.0,21,21,0,4.0,5.0,2,0,3,3,0,2,1,641
4,IN,1,1,9,g,3.0,21,21,0,4.0,5.0,2,1,3,3,0,2,3,672
4,IN,1,1,14,f,3.0,21,21,0,4.0,5.0,2,1,3,3,0,2,3,656
4,IN,1,1,14,f,3.0,21,21,0,4.0,5.0,0,1,3,3,0,2,3,615
3,OK,1,0,2,e,0.0,28,28,0,3.0,3.0,1,0,1,2,0,2,2,663
3,OK,1,0,2,e,0.0,28,28,0,3.0,3.0,1,0,1,2,1,2,2,689
2,MS,1,0,12,,0.0,54,54,0,3.0,3.0,0,0,1,1,0,0,2,565
2,MS,1,0,12,g,0.0,54,54,0,3.0,3.0,1,0,3,3,1,2,4,663
2,MS,1,0,12,g,0.0,54,54,0,3.0,3.0,2,0,3,3,1,2,4,658
2,MS,1,0,12,g,0.0,54,54,0,3.0,3.0,2,0,3,3,1,2,4,673
2,MS,1,0,12,g,0.0,54,54,0,3.0,3.0,2,0,3,3,1,2,4,673
2,MS,1,0,12,g,0.0,54,54,0,3.0,3.0,2,0,3,3,1,2,4,673
4,PA,1,0,1,e,0.0,39,39,0,0.0,0.0,0,0,1,1,0,0,2,729
4,PA,1,0,1,e,0.0,39,39,0,1.0,7.0,2,1,1,1,1,2,1,710
4,PA,1,0,1,e,0.0,39,39,0,1.0,7.0,2,1,1,1,1,2,4,726
4,PA,1,0,1,e,0.0,39,39,0,1.0,7.0,2,1,1,1,1,3,4,709
4,PA,1,0,1,e,0.0,39,39,0,1.0,7.0,2,1,1,1,1,3,4,709
1,FL,1,1,2,d,1.0,75,75,0,2.0,15.0,2,0,2,2,0,1,3,635
1,FL,1,1,2,d,1.0,75,75,0,2.0,15.0,2,0,2,2,0,1,3,650
1,FL,1,1,2,d,1.0,75,75,0,2.0,15.0,2,0,2,2,0,1,3,643
1,FL,1,1,2,d,1.0,75,75,0,2.0,15.0,2,0,2,2,0,1,3,643
1,FL,1,1,2,d,1.0,75,75,0,2.0,15.0,2,0,2,2,0,1,3,643
1,MO,1,0,11,e,0.0,19,19,0,1.0,4.0,1,1,2,3,0,1,2,693
1,MO,1,0,11,e,0.0,19,19,0,1.0,4.0,0,1,2,3,0,0,2,634
1,MO,1,0,11,e,0.0,19,19,0,1.0,4.0,0,1,2,3,0,0,2,634
1,MO,1,0,11,e,0.0,19,19,0,1.0,4.0,0,1,2,3,0,0,2,634
1,MO,1,0,11,e,0.0,19,19,0,1.0,4.0,0,1,2,3,0,0,2,634
1,MO,1,0,11,e,0.0,19,19,0,1.0,4.0,0,1,2,3,0,0,2,659
1,TN,1,1,9,e,4.0,23,23,0,2.0,7.0,1,1,2,2,1,2,2,610
1,TN,1,1,9,e,4.0,23,23,0,2.0,7.0,1,0,2,2,0,3,2,576
3,NY,1,0,14,e,1.0,29,29,0,4.0,8.0,0,0,4,3,1,0,2,606
3,NY,1,0,14,e,1.0,29,29,0,4.0,8.0,0,0,2,3,0,0,2,587
2,FL,1,1,3,e,1.0,67,67,0,3.0,1.0,0,0,2,1,0,0,2,623
2,FL,1,1,3,e,1.0,67,67,0,3.0,1.0,0,0,2,1,0,0,3,533
2,FL,1,1,3,e,1.0,67,67,0,3.0,1.0,1,1,3,3,1,2,3,638
2,CT,1,0,7,e,2.0,47,47,0,2.0,0.0,1,0,1,3,1,0,1,625
2,CT,1,0,7,e,2.0,47,47,0,2.0,0.0,1,0,2,3,1,0,1,624
2,CT,1,0,7,e,2.0,47,47,0,2.0,0.0,1,0,2,3,1,0,2,637
2,CT,1,0,7,e,2.0,47,47,0,2.0,0.0,1,0,2,3,1,0,2,640
2,CT,1,0,7,e,2.0,47,47,0,2.0,0.0,1,0,2,3,1,0,2,646
2,WV,1,1,2,e,0.0,29,29,0,3.0,2.0,1,0,3,3,0,1,3,662
2,WV,1,1,2,e,0.0,29,29,0,3.0,2.0,1,0,3,3,0,1,3,662
2,WV,1,1,2,e,0.0,29,29,0,3.0,2.0,1,0,3,3,0,1,3,735
1,FL,1,1,3,h,1.0,71,71,0,4.0,11.0,1,0,3,3,0,2,3,605
1,FL,1,1,3,h,1.0,71,71,0,4.0,11.0,1,0,4,3,1,1,4,633
1,FL,1,1,3,h,1.0,71,71,0,4.0,11.0,1,0,4,3,1,1,3,625
1,FL,1,1,3,h,1.0,71,71,0,4.0,11.0,1,0,4,3,1,1,3,619
0,AL,1,0,7,f,0.0,41,41,0,3.0,8.0,1,1,2,3,0,2,4,630
0,AL,1,0,7,f,0.0,41,41,0,3.0,8.0,1,1,3,3,1,2,4,642
0,AL,1,0,7,f,0.0,41,41,0,3.0,8.0,1,1,3,3,1,2,3,650
0,AL,1,0,7,f,0.0,41,41,0,3.0,8.0,1,1,3,3,1,2,3,650
0,AL,1,0,7,f,0.0,41,41,0,3.0,8.0,1,1,3,3,1,2,3,651
1,FL,1,0,11,d,1.0,28,28,0,4.0,3.0,1,1,3,3,1,2,3,656
1,FL,1,0,11,d,1.0,28,28,0,4.0,3.0,1,1,3,3,1,2,3,656
1,FL,1,0,11,d,1.0,28,28,0,4.0,3.0,1,1,1,3,1,2,3,641
0,IA,1,1,2,g,0.0,46,46,0,3.0,10.0,1,0,3,3,0,2,4,615
0,IA,1,1,2,g,0.0,46,46,0,3.0,10.0,1,0,3,3,0,2,4,618
0,IA,1,1,2,g,0.0,46,46,0,3.0,10.0,1,0,3,3,0,2,4,618
4,NY,1,1,4,f,1.0,75,75,1,3.0,2.0,2,0,3,2,1,0,1,651
4,NY,1,1,4,f,1.0,75,75,1,3.0,2.0,2,0,3,2,1,0,1,651
4,NY,1,1,4,f,1.0,75,75,1,3.0,2.0,1,0,3,3,1,0,2,663
4,NY,1,1,4,f,1.0,75,75,1,3.0,2.0,1,0,3,3,1,0,2,659
3,CO,1,1,9,h,0.0,38,38,0,1.0,2.0,2,0,3,3,0,2,3,684
3,CO,1,1,9,h,0.0,38,38,0,1.0,2.0,1,0,1,1,0,2,2,667
3,CO,1,1,9,h,0.0,38,38,0,1.0,2.0,1,0,1,1,0,2,2,676
3,CO,1,1,9,h,0.0,38,38,0,1.0,2.0,1,0,1,1,0,2,2,676
0,MO,1,1,6,f,4.0,59,59,0,3.0,7.0,1,1,3,3,1,1,2,592
0,MO,1,1,6,f,4.0,59,59,0,3.0,7.0,1,1,3,3,1,1,2,592
0,AR,1,1,8,f,3.0,71,71,0,2.0,15.0,1,0,2,2,0,2,2,613
0,AR,1,1,8,f,3.0,71,71,0,2.0,15.0,1,0,2,2,0,2,2,618
0,AR,1,1,8,f,3.0,71,71,0,2.0,15.0,1,0,2,2,0,2,2,622
1,CO,1,0,17,e,3.0,20,20,0,1.0,4.0,1,1,3,3,0,2,2,711
1,CO,1,0,17,e,3.0,20,20,0,1.0,4.0,0,0,1,3,0,0,2,644
1,CO,1,0,17,e,3.0,20,20,0,1.0,4.0,0,0,1,3,0,0,1,646
1,CO,1,0,17,e,3.0,20,20,0,1.0,4.0,0,0,1,3,0,0,1,636
0,MS,2,1,10,e,4.0,52,47,1,2.0,7.0,0,0,1,1,0,0,4,570
0,MS,2,1,10,e,4.0,52,47,1,2.0,7.0,2,1,1,1,0,3,2,598
0,MS,2,1,10,e,4.0,52,47,1,2.0,7.0,2,1,1,1,0,3,2,595
0,UT,1,1,10,d,3.0,36,36,0,3.0,7.0,1,0,2,3,0,2,1,576
0,UT,1,1,10,d,3.0,36,36,0,3.0,7.0,1,0,3,3,0,2,1,588
0,UT,1,1,10,d,3.0,36,36,0,3.0,7.0,1,1,3,3,1,2,1,583
0,UT,1,1,10,d,3.0,36,36,0,3.0,7.0,1,1,3,3,1,2,1,586
0,UT,1,1,10,d,3.0,36,36,0,3.0,7.0,1,1,3,3,1,2,1,578
0,UT,1,1,10,d,3.0,36,36,0,3.0,7.0,1,1,3,3,1,2,1,578
0,FL,1,0,9,g,1.0,43,43,0,1.0,9.0,1,1,1,1,1,2,3,615
0,FL,1,0,9,g,1.0,43,43,0,1.0,9.0,1,1,1,1,1,2,3,626
0,FL,2,1,3,g,3.0,61,60,1,4.0,4.0,1,1,4,3,1,0,4,656
0,FL,2,1,3,g,3.0,61,60,1,4.0,4.0,1,1,4,3,1,0,3,644
0,FL,2,1,3,g,3.0,61,60,1,4.0,4.0,1,1,4,3,1,0,3,612
4,CO,1,1,11,g,0.0,56,56,0,3.0,2.0,1,1,3,3,0,2,3,642
4,CO,1,1,11,g,0.0,56,56,0,3.0,2.0,1,1,3,3,1,2,3,661
4,CO,1,1,11,g,0.0,56,56,0,3.0,2.0,1,1,3,3,1,2,3,661
3,TN,1,0,3,f,0.0,23,23,1,0.0,0.0,0,0,1,1,0,0,2,612
3,TN,1,0,3,f,0.0,23,23,1,0.0,0.0,1,1,1,1,1,2,2,740
3,NV,1,1,4,f,0.0,46,46,0,3.0,2.0,2,0,3,3,0,2,3,665
3,NV,1,1,4,f,0.0,46,46,0,3.0,2.0,2,0,3,3,0,2,3,665
3,NV,1,1,4,f,0.0,46,46,0,3.0,2.0,2,0,3,3,0,2,3,657
3,NV,1,1,4,f,0.0,46,46,0,3.0,2.0,2,0,3,3,0,2,3,658
3,NV,1,1,4,f,0.0,46,46,0,3.0,2.0,2,0,3,3,0,2,3,665
3,NV,1,1,4,f,0.0,46,46,0,3.0,2.0,2,0,3,3,0,1,3,668
3,NV,1,1,4,f,0.0,46,46,0,3.0,2.0,2,0,3,3,0,2,3,667
2,FL,2,1,9,f,2.0,75,75,1,3.0,7.0,1,1,1,1,1,2,3,620
2,FL,2,1,9,f,2.0,75,75,1,3.0,7.0,1,1,1,1,1,2,3,620
4,GA,1,0,31,b,0.0,26,26,0,1.0,4.0,0,0,2,2,0,0,4,574
4,GA,1,0,31,b,0.0,26,26,0,1.0,4.0,0,0,2,2,0,0,2,575
4,GA,1,0,31,b,0.0,26,26,0,1.0,4.0,0,0,2,2,0,0,2,575
4,GA,1,0,31,b,0.0,26,26,0,1.0,4.0,0,0,2,2,0,0,2,581
2,IN,1,1,5,f,2.0,54,54,0,3.0,15.0,1,0,3,2,1,1,4,613
2,IN,1,1,5,f,2.0,54,54,0,3.0,15.0,1,0,3,2,1,1,4,613
2,FL,1,1,3,e,3.0,50,50,0,3.0,15.0,1,1,3,3,1,1,3,678
2,FL,1,1,3,e,3.0,50,50,0,3.0,15.0,1,1,3,3,1,1,3,678
2,FL,2,1,3,e,3.0,50,19,0,3.0,15.0,1,1,3,3,1,1,3,721
2,FL,2,1,3,f,3.0,50,19,0,3.0,15.0,1,1,3,3,1,1,3,721
4,KY,2,0,1,f,0.0,23,23,1,4.0,5.0,1,1,3,3,0,1,2,683
4,KY,1,0,1,f,0.0,23,23,0,4.0,5.0,1,1,3,3,0,1,1,664
4,KY,1,0,1,f,0.0,23,23,0,4.0,5.0,1,1,3,3,1,1,1,669
1,AR,1,0,8,e,3.0,21,21,0,1.0,6.0,1,1,1,1,0,1,1,691
1,AR,1,0,8,e,3.0,21,21,0,1.0,6.0,0,1,1,1,0,1,1,635
0,FL,1,0,0,c,3.0,20,20,0,4.0,2.0,1,1,1,3,1,2,3,683
0,FL,1,0,0,c,3.0,20,20,0,4.0,2.0,1,1,1,3,1,1,3,677
0,FL,1,0,0,c,3.0,20,20,0,4.0,2.0,1,1,1,3,1,1,3,678
0,FL,1,0,0,c,3.0,20,20,0,4.0,2.0,1,0,1,3,0,1,3,680
1,TN,1,0,14,e,4.0,23,23,0,2.0,5.0,0,0,2,3,0,1,2,617
1,TN,1,0,14,e,4.0,23,23,0,2.0,5.0,0,0,2,3,0,1,2,617
1,TN,1,0,14,e,4.0,23,23,0,2.0,5.0,0,0,2,3,0,1,2,617
0,OH,1,1,5,f,0.0,57,57,0,1.0,6.0,1,1,3,3,1,2,3,600
0,OH,1,1,5,f,0.0,57,57,0,1.0,6.0,1,0,1,2,1,2,3,597
1,TN,1,0,1,d,0.0,39,39,0,1.0,2.0,0,0,1,1,0,0,4,596
1,TN,1,0,1,d,0.0,39,39,0,1.0,2.0,0,0,1,1,0,0,4,596
3,NY,1,1,1,e,2.0,66,66,0,3.0,15.0,1,1,3,3,1,0,2,693
3,NY,1,1,1,e,2.0,66,66,0,3.0,15.0,1,1,3,3,1,0,2,693
1,NY,1,1,17,e,1.0,75,75,0,3.0,3.0,0,1,3,3,1,0,2,625
1,NY,1,1,17,e,1.0,75,75,0,3.0,3.0,0,1,3,3,0,0,2,627
1,NY,1,1,17,e,1.0,75,75,0,3.0,3.0,0,1,3,3,0,0,2,627
2,OH,1,0,5,g,0.0,75,67,1,4.0,11.0,1,1,3,3,1,2,2,603
2,OH,1,0,5,g,0.0,75,67,1,4.0,11.0,1,1,2,2,1,2,2,598
1,FL,1,1,2,e,1.0,72,72,0,3.0,9.0,1,0,2,3,0,2,3,605
1,FL,1,1,2,e,1.0,72,72,0,3.0,9.0,1,1,3,3,1,2,3,613
1,FL,1,1,2,e,1.0,72,72,0,3.0,9.0,1,1,3,3,1,2,3,613
1,WA,1,0,10,g,4.0,27,27,0,3.0,5.0,0,0,1,1,0,0,2,584
1,WA,1,0,10,g,4.0,27,27,0,3.0,5.0,2,0,1,3,0,3,1,616
1,WA,1,0,10,g,4.0,27,27,0,3.0,5.0,2,0,1,3,0,3,1,621
1,WA,1,0,10,g,4.0,27,27,0,1.0,5.0,2,0,1,3,0,3,1,628
1,WA,1,0,10,g,4.0,27,27,0,3.0,5.0,2,0,1,3,0,3,1,613
1,WA,1,0,10,g,4.0,27,27,0,3.0,5.0,2,0,1,3,0,3,1,613
1,AL,1,1,7,e,0.0,28,28,0,1.0,3.0,1,1,1,2,1,1,2,700
1,AL,1,1,7,e,0.0,28,28,0,1.0,3.0,1,0,1,2,1,1,2,706
1,AL,1,1,7,e,0.0,28,28,0,1.0,3.0,1,0,1,2,1,1,2,696
1,CT,1,0,19,c,0.0,64,64,0,3.0,11.0,0,0,1,3,0,0,1,606
1,CT,1,0,19,c,0.0,64,64,0,3.0,11.0,0,0,1,3,0,0,1,593
0,UT,4,1,1,f,1.0,51,19,1,3.0,15.0,1,1,3,3,1,1,3,682
0,UT,4,1,1,f,1.0,51,19,1,3.0,15.0,1,0,3,2,0,1,2,671
0,UT,4,1,1,f,1.0,51,19,1,3.0,15.0,1,0,3,2,0,1,2,685
0,UT,4,1,1,f,1.0,51,19,1,3.0,15.0,1,0,3,2,0,1,2,685
0,PA,1,1,0,e,4.0,41,41,0,2.0,6.0,0,0,1,1,0,0,1,562
0,PA,1,1,0,e,4.0,41,41,0,2.0,6.0,1,1,2,2,1,2,4,658
0,PA,1,1,0,e,4.0,41,41,0,2.0,6.0,1,1,2,2,1,2,4,665
0,FL,1,0,1,f,3.0,23,23,0,1.0,4.0,0,0,2,1,0,0,4,664
0,FL,1,0,1,f,3.0,23,23,0,1.0,4.0,1,0,1,2,1,2,3,704
0,FL,1,0,1,f,3.0,23,23,0,1.0,4.0,1,0,1,2,1,2,3,698
0,FL,1,0,1,f,3.0,23,23,0,1.0,4.0,1,0,1,2,1,2,3,693
0,OK,1,1,6,e,2.0,75,75,0,2.0,4.0,0,0,1,1,0,0,2,636
0,OK,1,1,6,e,2.0,75,75,0,1.0,5.0,0,0,1,1,0,0,4,605
0,OK,1,1,6,e,2.0,75,75,0,1.0,5.0,0,0,1,1,0,0,2,591
0,OK,1,1,6,e,2.0,75,75,0,1.0,5.0,0,0,1,1,0,0,1,590
0,OK,1,1,6,e,2.0,75,75,0,1.0,5.0,2,0,1,2,0,3,1,634
0,OK,1,1,6,e,2.0,75,75,0,1.0,5.0,2,0,1,2,0,3,1,634
1,NY,1,1,6,e,0.0,29,29,0,0.0,0.0,1,1,3,3,1,0,2,615
1,NY,1,1,6,e,0.0,29,29,0,0.0,0.0,1,1,3,3,1,0,2,609
1,NY,1,1,6,e,2.0,29,29,0,0.0,0.0,1,1,3,3,1,0,2,586
1,NY,1,1,6,e,2.0,29,29,0,3.0,6.0,1,1,3,3,1,0,2,580
1,FL,2,1,20,d,2.0,72,60,0,3.0,13.0,1,1,2,3,0,2,4,597
1,FL,2,1,25,d,2.0,72,60,0,3.0,13.0,1,1,2,3,0,2,3,577
2,CO,1,1,1,f,3.0,60,60,0,3.0,13.0,1,1,1,1,1,2,2,649
2,CO,1,1,1,f,3.0,60,60,0,3.0,13.0,1,1,3,3,1,2,2,660
2,MO,1,0,12,d,3.0,19,19,0,4.0,4.0,1,0,3,3,0,1,4,631
2,MO,1,0,12,d,3.0,19,19,0,4.0,4.0,0,1,1,2,0,0,2,553
2,MO,1,0,12,d,3.0,19,19,0,4.0,4.0,0,1,1,2,0,0,2,561
2,MO,1,0,12,d,3.0,19,19,0,4.0,4.0,0,1,1,2,0,0,2,564
2,MO,1,0,12,d,3.0,19,19,0,4.0,4.0,0,1,1,2,0,0,2,564
0,IA,1,0,7,e,0.0,70,70,0,3.0,4.0,2,0,1,1,0,3,2,528
0,IA,1,0,7,e,0.0,70,70,0,3.0,4.0,2,0,1,1,0,3,2,535
2,MO,1,1,6,d,3.0,69,69,0,2.0,11.0,1,1,2,3,1,2,1,571
2,MO,1,1,6,d,3.0,69,69,0,2.0,11.0,1,1,2,3,1,2,2,595
5,OR,1,0,5,e,0.0,33,33,0,1.0,0.0,1,1,1,1,1,2,2,667
5,OR,1,0,5,e,0.0,33,33,0,1.0,0.0,1,1,1,1,1,2,2,675
5,OR,1,0,5,e,0.0,33,33,0,1.0,0.0,1,1,1,1,1,2,1,673
0,PA,1,0,8,e,0.0,24,24,0,1.0,7.0,1,0,1,1,0,2,1,646
0,PA,1,0,8,e,0.0,24,24,0,1.0,7.0,1,0,1,1,0,2,1,646
3,FL,1,1,2,g,1.0,71,71,0,0.0,0.0,0,0,2,1,0,0,2,568
3,FL,1,1,2,g,1.0,71,71,0,3.0,11.0,1,0,3,3,0,1,3,598
2,PA,1,1,4,d,0.0,50,50,0,1.0,1.0,1,1,1,2,0,2,1,643
2,PA,1,1,4,d,0.0,50,50,0,1.0,1.0,1,1,1,2,0,2,1,638
2,PA,1,1,4,d,0.0,50,50,0,1.0,1.0,1,1,1,2,0,2,2,640
2,PA,1,1,4,d,0.0,50,50,0,1.0,1.0,1,1,1,2,0,2,2,640
2,PA,1,1,4,d,0.0,50,50,0,1.0,1.0,1,1,1,2,0,2,2,643
2,MD,1,0,12,e,2.0,41,41,0,1.0,5.0,0,0,1,1,0,0,1,634
2,MD,1,0,12,e,2.0,41,41,0,1.0,5.0,0,0,1,1,0,0,1,634
3,MO,1,1,6,g,0.0,47,47,0,3.0,4.0,2,0,3,3,0,1,4,624
3,MO,1,1,6,g,0.0,47,47,0,3.0,4.0,2,0,2,3,0,1,2,608
3,MO,1,1,6,g,0.0,47,47,0,3.0,4.0,2,0,2,3,0,1,2,618
0,NY,1,0,8,d,1.0,58,58,0,3.0,5.0,0,0,3,2,0,0,4,692
0,NY,1,0,8,d,1.0,58,58,0,3.0,5.0,0,0,3,2,0,0,4,692
0,NY,1,0,8,d,1.0,58,58,0,3.0,5.0,0,0,3,2,0,0,4,693
3,NV,2,1,1,g,2.0,75,68,1,3.0,15.0,2,0,1,3,0,1,3,575
3,NV,2,1,1,g,2.0,75,68,1,3.0,15.0,1,1,3,3,1,1,3,595
1,WI,1,0,17,e,3.0,51,51,0,1.0,1.0,1,1,3,3,1,1,1,628
1,WI,1,0,17,e,3.0,51,51,0,1.0,1.0,1,1,3,3,1,1,2,620
1,WI,1,0,17,e,3.0,51,51,0,1.0,1.0,0,1,1,1,0,0,2,558
1,WI,1,0,17,e,3.0,51,51,0,1.0,1.0,0,1,1,1,0,0,2,564
